name,width,height,date,latitude,longitude,category_id,genus,specific_epithet,image_name,sub_dir,day,label,filepath
Coprinopsis lagopus,500,500,2014-10-07,47.04978,-122.92062,5565,Coprinopsis,lagopus,ccf74c32-7ddb-4b2d-bafb-3d0e06a6759f.jpg,05565_Coprinopsis_lagopus,280,211,train_mini/05565_Coprinopsis_lagopus/ccf74c32-7ddb-4b2d-bafb-3d0e06a6759f.jpg
Porodaedalea pini,281,500,2014-10-29,57.96086,14.42018,5638,Porodaedalea,pini,ee17ab90-3599-493e-9bcb-9afd158d343d.jpg,05638_Porodaedalea_pini,302,220,train_mini/05638_Porodaedalea_pini/ee17ab90-3599-493e-9bcb-9afd158d343d.jpg
Coprinus comatus,281,500,2014-10-29,57.95992,14.4188,5479,Coprinus,comatus,63fbafd9-44e4-4a1e-89be-14137c096590.jpg,05479_Coprinus_comatus,302,294,train_mini/05479_Coprinus_comatus/63fbafd9-44e4-4a1e-89be-14137c096590.jpg
Helvella crispa,500,333,2014-10-31,50.60914,6.39249,5455,Helvella,crispa,8f9c2c8a-12c7-415d-bf1c-f366b6a81bee.jpg,05455_Helvella_crispa,304,286,train_mini/05455_Helvella_crispa/8f9c2c8a-12c7-415d-bf1c-f366b6a81bee.jpg
Agrocybe pediades,500,374,2014-11-01,19.79594,-99.0213,5575,Agrocybe,pediades,5ef0c9a2-09d4-48fe-a534-f517aab0a011.jpg,05575_Agrocybe_pediades,305,234,train_mini/05575_Agrocybe_pediades/5ef0c9a2-09d4-48fe-a534-f517aab0a011.jpg
Porodaedalea pini,500,365,2014-10-31,57.96058,14.41997,5638,Porodaedalea,pini,8bb33596-10e2-47d6-b16a-62f9ed9f0097.jpg,05638_Porodaedalea_pini,304,220,train_mini/05638_Porodaedalea_pini/8bb33596-10e2-47d6-b16a-62f9ed9f0097.jpg
Hericium coralloides,500,376,2014-11-06,43.46693,-72.98621,5701,Hericium,coralloides,30f38479-d750-493b-b87a-d346b0093570.jpg,05701_Hericium_coralloides,310,282,train_mini/05701_Hericium_coralloides/30f38479-d750-493b-b87a-d346b0093570.jpg
Myxarium nucleatum,500,343,2010-07-02,-43.74345,172.68788,5596,Myxarium,nucleatum,e22c9dbd-e734-4579-b1cf-fdef9b8b9996.jpg,05596_Myxarium_nucleatum,183,95,train_mini/05596_Myxarium_nucleatum/e22c9dbd-e734-4579-b1cf-fdef9b8b9996.jpg
Amanita pantherina,500,375,2014-07-04,25.19581,-100.32475,5496,Amanita,pantherina,0fb38453-6c24-46ad-98f3-ae729c7cf393.jpg,05496_Amanita_pantherina,185,236,train_mini/05496_Amanita_pantherina/0fb38453-6c24-46ad-98f3-ae729c7cf393.jpg
Omphalotus olivascens,373,500,2014-11-06,38.36832,-122.50827,5549,Omphalotus,olivascens,408931b1-98a5-4063-9acd-b71c4b6d276e.jpg,05549_Omphalotus_olivascens,310,311,train_mini/05549_Omphalotus_olivascens/408931b1-98a5-4063-9acd-b71c4b6d276e.jpg
Trametes sanguinea,500,333,2014-11-08,25.62943,-100.21,5694,Trametes,sanguinea,a88888b2-271e-4bdd-8cc7-3f165165c203.jpg,05694_Trametes_sanguinea,312,41,train_mini/05694_Trametes_sanguinea/a88888b2-271e-4bdd-8cc7-3f165165c203.jpg
Strobilurus trullisatus,500,375,2014-10-20,47.51551,-123.53785,5553,Strobilurus,trullisatus,4b61211f-2c55-4983-8e1b-cfe5e77f449c.jpg,05553_Strobilurus_trullisatus,293,45,train_mini/05553_Strobilurus_trullisatus/4b61211f-2c55-4983-8e1b-cfe5e77f449c.jpg
Usnea longissima,500,375,2014-10-20,47.51865,-123.53714,5419,Usnea,longissima,773c66bf-3f73-4506-86f3-3239dcbd4701.jpg,05419_Usnea_longissima,293,241,train_mini/05419_Usnea_longissima/773c66bf-3f73-4506-86f3-3239dcbd4701.jpg
Geastrum triplex,281,500,2014-11-07,30.57727,-94.64558,5630,Geastrum,triplex,e4d1a99b-8b23-4681-a359-9ae429d9a807.jpg,05630_Geastrum_triplex,311,323,train_mini/05630_Geastrum_triplex/e4d1a99b-8b23-4681-a359-9ae429d9a807.jpg
Rhodofomes cajanderi,375,500,2014-11-06,47.07186,-122.97665,5657,Rhodofomes,cajanderi,5fbd28d2-6255-475d-a4b4-96fe0bdf9dc0.jpg,05657_Rhodofomes_cajanderi,310,245,train_mini/05657_Rhodofomes_cajanderi/5fbd28d2-6255-475d-a4b4-96fe0bdf9dc0.jpg
Mycena interrupta,500,382,2009-03-21,-43.81149,173.01782,5537,Mycena,interrupta,53dbe86a-c98c-4d3c-aed3-9fdeb5d45e02.jpg,05537_Mycena_interrupta,80,242,train_mini/05537_Mycena_interrupta/53dbe86a-c98c-4d3c-aed3-9fdeb5d45e02.jpg
Desarmillaria tabescens,500,375,2014-10-25,30.47038,-94.34472,5551,Desarmillaria,tabescens,25de3eed-1418-4391-894a-ae494dfc659d.jpg,05551_Desarmillaria_tabescens,298,18,train_mini/05551_Desarmillaria_tabescens/25de3eed-1418-4391-894a-ae494dfc659d.jpg
Laccaria laccata,500,375,2014-10-25,30.46288,-94.34972,5515,Laccaria,laccata,2a8f49a8-6880-44d8-857c-c605b7965450.jpg,05515_Laccaria_laccata,298,32,train_mini/05515_Laccaria_laccata/2a8f49a8-6880-44d8-857c-c605b7965450.jpg
Exidia glandulosa,373,500,2014-11-22,38.36935,-122.50653,5594,Exidia,glandulosa,be103144-8814-4f93-87f6-0d2137931b2c.jpg,05594_Exidia_glandulosa,326,143,train_mini/05594_Exidia_glandulosa/be103144-8814-4f93-87f6-0d2137931b2c.jpg
Ramalina menziesii,375,500,2014-11-22,38.3686,-122.50665,5425,Ramalina,menziesii,52f2a5e2-d9c9-48ef-b76c-65c981798152.jpg,05425_Ramalina_menziesii,326,247,train_mini/05425_Ramalina_menziesii/52f2a5e2-d9c9-48ef-b76c-65c981798152.jpg
Hygrocybe singeri,500,375,2014-11-24,40.75544,-124.04489,5521,Hygrocybe,singeri,49f05ad8-685f-45d1-9c8b-9dd5c1cad34e.jpg,05521_Hygrocybe_singeri,328,181,train_mini/05521_Hygrocybe_singeri/49f05ad8-685f-45d1-9c8b-9dd5c1cad34e.jpg
Stropharia ambigua,500,375,2014-11-25,37.04274,-122.05845,5586,Stropharia,ambigua,805e183c-8a3f-43ce-b0fe-e4483ae0e668.jpg,05586_Stropharia_ambigua,329,11,train_mini/05586_Stropharia_ambigua/805e183c-8a3f-43ce-b0fe-e4483ae0e668.jpg
Grifola frondosa,500,333,2013-10-22,39.41622,-84.49381,5664,Grifola,frondosa,0d6f50e2-5b78-49ce-88e5-f9586429f495.jpg,05664_Grifola_frondosa,295,314,train_mini/05664_Grifola_frondosa/0d6f50e2-5b78-49ce-88e5-f9586429f495.jpg
Leucocoprinus fragilissimus,500,375,2014-09-14,16.72587,-93.15097,5483,Leucocoprinus,fragilissimus,b24498de-7eb5-4117-a26b-8a1a93dc011e.jpg,05483_Leucocoprinus_fragilissimus,257,163,train_mini/05483_Leucocoprinus_fragilissimus/b24498de-7eb5-4117-a26b-8a1a93dc011e.jpg
Usnea rubicunda,373,500,2014-11-29,37.74981,-122.44689,5420,Usnea,rubicunda,6eafe69e-cb41-4e6d-9399-55d8ea8cee5c.jpg,05420_Usnea_rubicunda,333,34,train_mini/05420_Usnea_rubicunda/6eafe69e-cb41-4e6d-9399-55d8ea8cee5c.jpg
Teloschistes flavicans,500,333,2014-11-29,37.68416,-122.43132,5441,Teloschistes,flavicans,fb054529-c74a-418b-a890-08b743402047.jpg,05441_Teloschistes_flavicans,333,202,train_mini/05441_Teloschistes_flavicans/fb054529-c74a-418b-a890-08b743402047.jpg
Teloschistes chrysophthalmus,457,500,2014-11-05,-41.08211,175.35483,5439,Teloschistes,chrysophthalmus,6eae1cc1-fa16-428e-90e6-f12a653e71b0.jpg,05439_Teloschistes_chrysophthalmus,309,134,train_mini/05439_Teloschistes_chrysophthalmus/6eae1cc1-fa16-428e-90e6-f12a653e71b0.jpg
Amanita phalloides,500,452,2014-12-01,37.08189,-122.06189,5497,Amanita,phalloides,6c88dbfc-c615-4026-8064-4aa0365920a2.jpg,05497_Amanita_phalloides,335,206,train_mini/05497_Amanita_phalloides/6c88dbfc-c615-4026-8064-4aa0365920a2.jpg
Ramalina celastri,500,375,2014-12-06,-43.4609,172.59013,5423,Ramalina,celastri,cab07061-bd89-4e65-b243-1901e7c281e4.jpg,05423_Ramalina_celastri,340,240,train_mini/05423_Ramalina_celastri/cab07061-bd89-4e65-b243-1901e7c281e4.jpg
Amanita augusta,500,447,2014-12-07,36.51591,-121.94228,5487,Amanita,augusta,3181cd2f-29b0-402b-b586-953783101667.jpg,05487_Amanita_augusta,341,207,train_mini/05487_Amanita_augusta/3181cd2f-29b0-402b-b586-953783101667.jpg
Russula brevipes,500,375,2014-11-01,47.07186,-122.97665,5709,Russula,brevipes,69dacfbb-0741-4aa1-81d9-209a59634026.jpg,05709_Russula_brevipes,305,221,train_mini/05709_Russula_brevipes/69dacfbb-0741-4aa1-81d9-209a59634026.jpg
Amanita gemmata,500,375,2014-09-12,23.68893,-105.6532,5492,Amanita,gemmata,54518fe8-e0b0-456d-9362-3410dc76fdea.jpg,05492_Amanita_gemmata,255,118,train_mini/05492_Amanita_gemmata/54518fe8-e0b0-456d-9362-3410dc76fdea.jpg
Omphalotus olivascens,500,375,2014-12-08,38.45435,-122.68462,5549,Omphalotus,olivascens,a197acd6-f74e-4c44-a9a2-75d91e086850.jpg,05549_Omphalotus_olivascens,342,311,train_mini/05549_Omphalotus_olivascens/a197acd6-f74e-4c44-a9a2-75d91e086850.jpg
Amanita gemmata,500,375,2014-11-06,47.07186,-122.97665,5492,Amanita,gemmata,19d7ad6c-c00f-4667-af41-64a9bc6d403b.jpg,05492_Amanita_gemmata,310,118,train_mini/05492_Amanita_gemmata/19d7ad6c-c00f-4667-af41-64a9bc6d403b.jpg
Coprinopsis picacea,375,500,2014-12-09,34.18157,-118.09641,5566,Coprinopsis,picacea,4114ce49-aac2-4d2e-b232-06c7053baa79.jpg,05566_Coprinopsis_picacea,343,267,train_mini/05566_Coprinopsis_picacea/4114ce49-aac2-4d2e-b232-06c7053baa79.jpg
Amanita phalloides,500,333,2014-12-09,38.13689,-121.27528,5497,Amanita,phalloides,c0462687-9596-45a5-afd8-8e3ee9156a7c.jpg,05497_Amanita_phalloides,343,206,train_mini/05497_Amanita_phalloides/c0462687-9596-45a5-afd8-8e3ee9156a7c.jpg
Hygrophoropsis aurantiaca,482,500,2014-12-09,37.76598,-122.46647,5610,Hygrophoropsis,aurantiaca,62a76910-b673-4163-8a35-977ae1a56c18.jpg,05610_Hygrophoropsis_aurantiaca,343,168,train_mini/05610_Hygrophoropsis_aurantiaca/62a76910-b673-4163-8a35-977ae1a56c18.jpg
Hypholoma capnoides,500,375,2014-12-09,47.07037,-122.98083,5578,Hypholoma,capnoides,79da816a-4dac-4504-88e7-fadd496363bf.jpg,05578_Hypholoma_capnoides,343,7,train_mini/05578_Hypholoma_capnoides/79da816a-4dac-4504-88e7-fadd496363bf.jpg
Lactarius rubidus,500,375,2014-12-09,47.07049,-122.97958,5706,Lactarius,rubidus,ec39e715-e158-4024-a233-cb317ae19e86.jpg,05706_Lactarius_rubidus,343,125,train_mini/05706_Lactarius_rubidus/ec39e715-e158-4024-a233-cb317ae19e86.jpg
Hygrocybe coccinea,500,375,2014-12-10,47.08554,-122.99088,5518,Hygrocybe,coccinea,d816457e-e75c-4872-8177-f8737ffc2093.jpg,05518_Hygrocybe_coccinea,344,28,train_mini/05518_Hygrocybe_coccinea/d816457e-e75c-4872-8177-f8737ffc2093.jpg
Hericium erinaceus,500,375,2014-10-28,37.28423,-89.10468,5702,Hericium,erinaceus,582f0750-a45e-4933-86dd-17ef09f3b11b.jpg,05702_Hericium_erinaceus,301,59,train_mini/05702_Hericium_erinaceus/582f0750-a45e-4933-86dd-17ef09f3b11b.jpg
Chondrostereum purpureum,500,282,2014-12-11,25.62306,-100.24277,5509,Chondrostereum,purpureum,f40a125a-4d45-4a86-a95a-7020e29ac4bc.jpg,05509_Chondrostereum_purpureum,345,300,train_mini/05509_Chondrostereum_purpureum/f40a125a-4d45-4a86-a95a-7020e29ac4bc.jpg
Chlorophyllum brunneum,500,375,2014-12-12,37.08404,-122.05964,5476,Chlorophyllum,brunneum,5e58eaef-d1f8-421f-b193-e9aa9a77ba0a.jpg,05476_Chlorophyllum_brunneum,346,61,train_mini/05476_Chlorophyllum_brunneum/5e58eaef-d1f8-421f-b193-e9aa9a77ba0a.jpg
Amanita phalloides,375,500,2014-12-14,37.8055,-122.15457,5497,Amanita,phalloides,0e1ce463-9f4c-4c2b-8bb8-1d5328bea148.jpg,05497_Amanita_phalloides,348,206,train_mini/05497_Amanita_phalloides/0e1ce463-9f4c-4c2b-8bb8-1d5328bea148.jpg
Bolbitius titubans,375,500,2014-12-16,38.61757,-121.31149,5501,Bolbitius,titubans,05aa7318-880e-4386-b125-8b2aab637018.jpg,05501_Bolbitius_titubans,350,27,train_mini/05501_Bolbitius_titubans/05aa7318-880e-4386-b125-8b2aab637018.jpg
Lycoperdon perlatum,500,375,2014-12-12,38.36881,-122.49876,5528,Lycoperdon,perlatum,e74ebd67-0879-4d56-a565-dc5fdf41fc10.jpg,05528_Lycoperdon_perlatum,346,37,train_mini/05528_Lycoperdon_perlatum/e74ebd67-0879-4d56-a565-dc5fdf41fc10.jpg
Suillellus amygdalinus,375,500,2014-12-18,37.8716,-122.26517,5606,Suillellus,amygdalinus,b4593201-0c40-4645-8373-81b78feedac3.jpg,05606_Suillellus_amygdalinus,352,188,train_mini/05606_Suillellus_amygdalinus/b4593201-0c40-4645-8373-81b78feedac3.jpg
Cladonia macilenta,500,375,2014-12-18,47.20469,-122.3959,5402,Cladonia,macilenta,c770b40b-f5e5-4da8-82b3-37c676b112fc.jpg,05402_Cladonia_macilenta,352,122,train_mini/05402_Cladonia_macilenta/c770b40b-f5e5-4da8-82b3-37c676b112fc.jpg
Hygrophoropsis aurantiaca,500,500,2014-12-17,36.55948,-121.92634,5610,Hygrophoropsis,aurantiaca,c50e7caa-0a5d-42a2-9ef9-ade339530cee.jpg,05610_Hygrophoropsis_aurantiaca,351,168,train_mini/05610_Hygrophoropsis_aurantiaca/c50e7caa-0a5d-42a2-9ef9-ade339530cee.jpg
Suillellus amygdalinus,500,334,2014-12-19,38.45612,-122.70479,5606,Suillellus,amygdalinus,1928d4dd-d9ac-48d2-889a-23e9444af3bd.jpg,05606_Suillellus_amygdalinus,353,188,train_mini/05606_Suillellus_amygdalinus/1928d4dd-d9ac-48d2-889a-23e9444af3bd.jpg
Evernia prunastri,500,375,2014-12-22,38.74185,-121.14691,5407,Evernia,prunastri,86258fe1-634b-4cc7-bd51-156c932a819c.jpg,05407_Evernia_prunastri,356,63,train_mini/05407_Evernia_prunastri/86258fe1-634b-4cc7-bd51-156c932a819c.jpg
Usnea longissima,375,500,2014-12-26,40.36911,-123.94292,5419,Usnea,longissima,5cddef1a-ac46-4485-b1a9-4c8921d29a6d.jpg,05419_Usnea_longissima,360,241,train_mini/05419_Usnea_longissima/5cddef1a-ac46-4485-b1a9-4c8921d29a6d.jpg
Cladonia macilenta,375,500,2014-12-27,40.83217,-124.17461,5402,Cladonia,macilenta,767f288f-c6bb-4b1a-a821-a1ecfd22fd2b.jpg,05402_Cladonia_macilenta,361,122,train_mini/05402_Cladonia_macilenta/767f288f-c6bb-4b1a-a821-a1ecfd22fd2b.jpg
Craterellus tubaeformis,500,375,2014-12-27,39.33242,-123.76304,5626,Craterellus,tubaeformis,68c2ebb8-3338-4b08-a185-8ac0d62043cd.jpg,05626_Craterellus_tubaeformis,361,1,train_mini/05626_Craterellus_tubaeformis/68c2ebb8-3338-4b08-a185-8ac0d62043cd.jpg
Cladonia macilenta,353,500,2014-12-27,39.33537,-123.77091,5402,Cladonia,macilenta,1d959fe0-b455-4202-b11d-ab87aa7b0156.jpg,05402_Cladonia_macilenta,361,122,train_mini/05402_Cladonia_macilenta/1d959fe0-b455-4202-b11d-ab87aa7b0156.jpg
Suillellus amygdalinus,375,500,2014-12-14,38.44621,-122.61155,5606,Suillellus,amygdalinus,01f6909c-e0c0-483e-b770-2ec8817fd0da.jpg,05606_Suillellus_amygdalinus,348,188,train_mini/05606_Suillellus_amygdalinus/01f6909c-e0c0-483e-b770-2ec8817fd0da.jpg
Dibaeis arcuata,375,500,2014-12-31,-39.94627,176.0405,5434,Dibaeis,arcuata,8b61ca97-fe28-407e-9095-9acaed358023.jpg,05434_Dibaeis_arcuata,365,66,train_mini/05434_Dibaeis_arcuata/8b61ca97-fe28-407e-9095-9acaed358023.jpg
Sarcoscypha coccinea,332,500,2013-04-24,44.34766,-72.46558,5461,Sarcoscypha,coccinea,4ecda7a9-f59f-416b-a097-4fc0426e69e1.jpg,05461_Sarcoscypha_coccinea,114,151,train_mini/05461_Sarcoscypha_coccinea/4ecda7a9-f59f-416b-a097-4fc0426e69e1.jpg
Crucibulum laeve,373,500,2014-12-31,41.69752,-123.90297,5543,Crucibulum,laeve,d8028920-ee31-4c00-b3e6-491091c18be5.jpg,05543_Crucibulum_laeve,365,195,train_mini/05543_Crucibulum_laeve/d8028920-ee31-4c00-b3e6-491091c18be5.jpg
Peltigera membranacea,500,453,2015-01-01,41.80761,-124.22533,5432,Peltigera,membranacea,9643de14-bbd8-410f-bcf2-2d9d562c922d.jpg,05432_Peltigera_membranacea,1,214,train_mini/05432_Peltigera_membranacea/9643de14-bbd8-410f-bcf2-2d9d562c922d.jpg
Marasmiellus candidus,500,375,2010-01-16,38.7053,-123.32359,5547,Marasmiellus,candidus,8eb59596-94bf-439c-8dc6-23c01847ac0d.jpg,05547_Marasmiellus_candidus,16,216,train_mini/05547_Marasmiellus_candidus/8eb59596-94bf-439c-8dc6-23c01847ac0d.jpg
Panaeolus papilionaceus,375,500,2010-02-17,38.10607,-122.94642,5571,Panaeolus,papilionaceus,500bc25c-c4b6-4ed2-a7b8-6c79f21bdfaa.jpg,05571_Panaeolus_papilionaceus,48,121,train_mini/05571_Panaeolus_papilionaceus/500bc25c-c4b6-4ed2-a7b8-6c79f21bdfaa.jpg
Clavaria fragilis,375,500,2015-01-06,38.36874,-122.49804,5503,Clavaria,fragilis,a3788b33-3c01-435d-b4df-a0e6497410fe.jpg,05503_Clavaria_fragilis,6,197,train_mini/05503_Clavaria_fragilis/a3788b33-3c01-435d-b4df-a0e6497410fe.jpg
Chlorophyllum brunneum,500,333,2014-12-13,37.72095,-122.42432,5476,Chlorophyllum,brunneum,ad87c633-9dfc-4d05-8e29-274b1c5a049f.jpg,05476_Chlorophyllum_brunneum,347,61,train_mini/05476_Chlorophyllum_brunneum/ad87c633-9dfc-4d05-8e29-274b1c5a049f.jpg
Turbinellus floccosus,375,500,2014-05-16,25.36715,-100.28992,5633,Turbinellus,floccosus,abf7e54c-7b9a-4c13-af89-f779c832ae1a.jpg,05633_Turbinellus_floccosus,136,305,train_mini/05633_Turbinellus_floccosus/abf7e54c-7b9a-4c13-af89-f779c832ae1a.jpg
Xerocomus subtomentosus,375,500,2008-12-29,37.68105,-122.02947,5608,Xerocomus,subtomentosus,65175bd8-26ae-4805-820f-d93e861c4251.jpg,05608_Xerocomus_subtomentosus,364,81,train_mini/05608_Xerocomus_subtomentosus/65175bd8-26ae-4805-820f-d93e861c4251.jpg
Phallus ravenelii,500,373,2015-01-13,30.93975,-95.25288,5650,Phallus,ravenelii,290fbdbb-d778-425b-9bd6-19be0fe2b234.jpg,05650_Phallus_ravenelii,13,171,train_mini/05650_Phallus_ravenelii/290fbdbb-d778-425b-9bd6-19be0fe2b234.jpg
Trametes sanguinea,500,333,2015-01-13,28.04163,-101.7929,5694,Trametes,sanguinea,b77d12a3-38cb-49b4-8de9-863aff79b734.jpg,05694_Trametes_sanguinea,13,41,train_mini/05694_Trametes_sanguinea/b77d12a3-38cb-49b4-8de9-863aff79b734.jpg
Suillellus amygdalinus,500,336,2014-12-21,34.28645,-119.22663,5606,Suillellus,amygdalinus,0ab91c49-0ede-4e4f-928a-daeeb4d11461.jpg,05606_Suillellus_amygdalinus,355,188,train_mini/05606_Suillellus_amygdalinus/0ab91c49-0ede-4e4f-928a-daeeb4d11461.jpg
Xanthoria parietina,333,500,2015-01-15,-43.46439,172.60941,5443,Xanthoria,parietina,910dcc4b-2536-4439-9422-b98a32c6d7dc.jpg,05443_Xanthoria_parietina,15,338,train_mini/05443_Xanthoria_parietina/910dcc4b-2536-4439-9422-b98a32c6d7dc.jpg
Chrysothrix candelaris,500,305,2015-01-15,37.47213,-122.44402,5389,Chrysothrix,candelaris,bdf39826-8a2b-4a94-978f-6944a48f6280.jpg,05389_Chrysothrix_candelaris,15,309,train_mini/05389_Chrysothrix_candelaris/bdf39826-8a2b-4a94-978f-6944a48f6280.jpg
Usnea rubicunda,500,476,2015-01-16,37.3676,-122.22111,5420,Usnea,rubicunda,20649014-4a3b-4df8-8145-bea658ceafb8.jpg,05420_Usnea_rubicunda,16,34,train_mini/05420_Usnea_rubicunda/20649014-4a3b-4df8-8145-bea658ceafb8.jpg
Flammulina velutipes,500,375,2015-01-16,36.95031,-122.05602,5552,Flammulina,velutipes,79c43920-41f2-4fc4-8aca-76ff235248d7.jpg,05552_Flammulina_velutipes,16,112,train_mini/05552_Flammulina_velutipes/79c43920-41f2-4fc4-8aca-76ff235248d7.jpg
Clavaria fragilis,500,500,2015-01-25,37.19161,-122.21915,5503,Clavaria,fragilis,fb99f2c2-29ba-461b-a01b-0b52c66566f2.jpg,05503_Clavaria_fragilis,25,197,train_mini/05503_Clavaria_fragilis/fb99f2c2-29ba-461b-a01b-0b52c66566f2.jpg
Dibaeis baeomyces,500,376,2013-09-12,44.53264,-71.80674,5435,Dibaeis,baeomyces,6ec1f057-887a-4d65-ad2d-4cc5a3f131b3.jpg,05435_Dibaeis_baeomyces,255,123,train_mini/05435_Dibaeis_baeomyces/6ec1f057-887a-4d65-ad2d-4cc5a3f131b3.jpg
Clitocybe nebularis,500,333,2015-01-27,37.57664,-122.47627,5588,Clitocybe,nebularis,66850c0f-0fe1-4ecd-ad9a-c84b9cd13e0b.jpg,05588_Clitocybe_nebularis,27,67,train_mini/05588_Clitocybe_nebularis/66850c0f-0fe1-4ecd-ad9a-c84b9cd13e0b.jpg
Ganoderma brownii,500,312,2015-01-28,37.40163,-122.27116,5678,Ganoderma,brownii,4e98ecdb-cbb0-412a-a695-37821e544534.jpg,05678_Ganoderma_brownii,28,157,train_mini/05678_Ganoderma_brownii/4e98ecdb-cbb0-412a-a695-37821e544534.jpg
Peltigera membranacea,488,500,2015-01-30,37.40566,-122.25964,5432,Peltigera,membranacea,afaad876-7474-493c-b07f-89ff0c9fd217.jpg,05432_Peltigera_membranacea,30,214,train_mini/05432_Peltigera_membranacea/afaad876-7474-493c-b07f-89ff0c9fd217.jpg
Peltigera membranacea,500,375,2015-01-31,48.59478,-122.87899,5432,Peltigera,membranacea,3b9762e2-8006-4cc5-b91b-4bbe7e1ad3fa.jpg,05432_Peltigera_membranacea,31,214,train_mini/05432_Peltigera_membranacea/3b9762e2-8006-4cc5-b91b-4bbe7e1ad3fa.jpg
Physcia adscendens,500,333,2015-01-31,37.46949,-122.28546,5392,Physcia,adscendens,44788324-32a1-4f80-a8fe-91010f4f1582.jpg,05392_Physcia_adscendens,31,205,train_mini/05392_Physcia_adscendens/44788324-32a1-4f80-a8fe-91010f4f1582.jpg
Chrysothrix candelaris,375,500,2015-02-03,37.88106,-122.28298,5389,Chrysothrix,candelaris,034c506f-d4eb-4b11-964e-0c036cfcd24d.jpg,05389_Chrysothrix_candelaris,34,309,train_mini/05389_Chrysothrix_candelaris/034c506f-d4eb-4b11-964e-0c036cfcd24d.jpg
Teloschistes exilis,500,367,2015-01-31,19.52339,-96.99203,5440,Teloschistes,exilis,06cb9c2d-dfe9-438e-b7c0-3b5be50f4940.jpg,05440_Teloschistes_exilis,31,224,train_mini/05440_Teloschistes_exilis/06cb9c2d-dfe9-438e-b7c0-3b5be50f4940.jpg
Flavopunctelia flaventior,408,500,2015-02-04,37.35159,-122.18345,5409,Flavopunctelia,flaventior,47a736e9-3283-41cb-bb0d-0dccb332ea30.jpg,05409_Flavopunctelia_flaventior,35,201,train_mini/05409_Flavopunctelia_flaventior/47a736e9-3283-41cb-bb0d-0dccb332ea30.jpg
Sarcoscypha coccinea,295,500,2015-02-04,37.35281,-122.18092,5461,Sarcoscypha,coccinea,a5324ba5-40a6-4754-a39a-7aa007c8c8d2.jpg,05461_Sarcoscypha_coccinea,35,151,train_mini/05461_Sarcoscypha_coccinea/a5324ba5-40a6-4754-a39a-7aa007c8c8d2.jpg
Lichenomphalia umbellifera,375,500,2015-02-09,39.27699,-123.78305,5523,Lichenomphalia,umbellifera,ba62194b-7d3e-40c3-8536-8badb7472485.jpg,05523_Lichenomphalia_umbellifera,40,233,train_mini/05523_Lichenomphalia_umbellifera/ba62194b-7d3e-40c3-8536-8badb7472485.jpg
Parasola plicatilis,375,500,2015-02-11,37.43073,-122.17252,5572,Parasola,plicatilis,588fa60a-7c84-48fc-a0ee-1eec065d1943.jpg,05572_Parasola_plicatilis,42,137,train_mini/05572_Parasola_plicatilis/588fa60a-7c84-48fc-a0ee-1eec065d1943.jpg
Clavaria zollingeri,375,500,2006-08-03,41.20332,-77.19453,5504,Clavaria,zollingeri,47ed23a8-62c8-49c3-b11b-3361c78a4169.jpg,05504_Clavaria_zollingeri,215,152,train_mini/05504_Clavaria_zollingeri/47ed23a8-62c8-49c3-b11b-3361c78a4169.jpg
Physcia stellaris,500,491,2015-02-14,43.52917,-79.62951,5395,Physcia,stellaris,94ec08b2-4de3-44c3-8556-5619820857c5.jpg,05395_Physcia_stellaris,45,185,train_mini/05395_Physcia_stellaris/94ec08b2-4de3-44c3-8556-5619820857c5.jpg
Dacrymyces chrysospermus,500,468,2015-02-17,37.19947,-122.28454,5719,Dacrymyces,chrysospermus,9568567a-1f2a-4b2d-8ce2-36d841f60c57.jpg,05719_Dacrymyces_chrysospermus,48,29,train_mini/05719_Dacrymyces_chrysospermus/9568567a-1f2a-4b2d-8ce2-36d841f60c57.jpg
Tremella mesenterica,375,500,2015-01-19,38.54392,-123.00044,5728,Tremella,mesenterica,d966c743-3dd4-4400-9228-03ad5d2b7353.jpg,05728_Tremella_mesenterica,19,283,train_mini/05728_Tremella_mesenterica/d966c743-3dd4-4400-9228-03ad5d2b7353.jpg
Suillus luteus,500,441,2015-02-28,-45.04725,168.69116,5617,Suillus,luteus,f65e7b5b-4c43-4886-8a48-d942211cb95a.jpg,05617_Suillus_luteus,59,208,train_mini/05617_Suillus_luteus/f65e7b5b-4c43-4886-8a48-d942211cb95a.jpg
Amanita velosa,500,375,2015-02-15,38.37257,-122.50157,5500,Amanita,velosa,6b041d4b-e410-46c1-9d28-2f337a47eb01.jpg,05500_Amanita_velosa,46,129,train_mini/05500_Amanita_velosa/6b041d4b-e410-46c1-9d28-2f337a47eb01.jpg
Amanita velosa,375,500,2015-03-04,37.42228,-122.17384,5500,Amanita,velosa,bec964a7-1a0a-42d7-9983-b02e1806a11b.jpg,05500_Amanita_velosa,63,129,train_mini/05500_Amanita_velosa/bec964a7-1a0a-42d7-9983-b02e1806a11b.jpg
Volvopluteus gloiocephalus,375,500,2015-03-04,37.4214,-122.17813,5559,Volvopluteus,gloiocephalus,a49c6ba4-3cc0-4188-a3bf-b9e17752a639.jpg,05559_Volvopluteus_gloiocephalus,63,156,train_mini/05559_Volvopluteus_gloiocephalus/a49c6ba4-3cc0-4188-a3bf-b9e17752a639.jpg
